ID,Title,Client,Source,Status,Geography,Domains,Date Posted,Date Found,Deadline,AI Summary,Description,Notes,Dismissal Reason,Tier,Language,Original URL,Source Listing URL
CyBU77i8zpQYdjRQRZMt,Tender for concluding a framework agreement for the provision of services by specialists in public relations,Civic Organization “Tenth of April”,Prostir.UA,Dismissed,Ukraine,"community outreach, capacity building, research, development, humanitarian",2026-06-03,2026-06-04,2026-06-11,"This tender is for a framework agreement to provide community outreach expert services in Ukraine, specifically supporting those affected by the war in Kherson, Mykolaiv, and Odesa regions. The services are to commence in June 2026 and conclude by March 31, 2027. Proposals are due by June 11, 2026.","Civic organization ""Tenth of April"" is a non-profit public organization whose activities are aimed at the development of civil society and promoting the rule of law in Ukraine, project ""Multi-sectoral support for people affected by the war in Kherson, Mykolaiv and Odesa regions"", within the framework of the project ""Empowering communities in the South and East of Ukraine through local initiatives (EMPOWER)"", implemented by Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH on behalf of the Government of the Federal Republic of Germany, invites qualified performers registered in Ukraine to submit a fixed-price proposal for concluding a framework agreement for the provision of services by public relations specialists. Details regarding the invitation and participation procedure can be found in the attached files: Tender participants can request clarifications regarding the provisions and requirements set out in the Invitation. Any request for clarification must be sent in",,Wrong sector / domain,1,uk,https://www.prostir.ua/?grants=tender-dlya-ukladennya-ramkovoho-dohovoru-z-nadannya-posluh-spetsialistiv-z-pytan-vzajemodiji-z-hromadskistyu,https://www.prostir.ua/category/jobs/
0GnzSp4l4ylebU6UFYBF,Establishment of Long-Term Arrangement (LTA) for Multimedia Services (Documentation and Design),UNICEF,Darpe,Dismissed,Syria,"child protection, data collection",2026-06-03,2026-06-04,2026-06-27,"This tender seeks to establish a Long-Term Arrangement (LTA) for multimedia services, focusing on documentation and design. The services are intended for the Child Rights and Media and communication sectors within Syria. The deadline for submissions is June 27, 2026.","This tender seeks to establish a Long-Term Arrangement (LTA) for Multimedia Services, specifically focusing on Documentation and Design. The opportunity is relevant to Child Rights and Media and communication sectors in Syria. The deadline is June 27, 2026.",,Wrong sector / domain,2,en,https://darpe.me/darpe-entries/establishment-of-long-term-arrangement-lta-for-multimedia-services-documentation-and-design/,https://darpe.me/tenders-and-grants/
JoLuHemxzDWARoryo3Us,Violence and killings at Gaza’s food distribution points leave survivors suffering one year on,MSF,MSF,Dismissed,Gaza,"humanitarian, protection, GBV, conflict, food security, Displacement, refugee, IDP, Conflict-affected communities, Fragile contexts, Vulnerable Populations, Marginalised Groups, IDPs, Internally Displaced Persons, Returnees, Host Communities, Non-Food Items (NFI), Non-Food Items, Social Cohesion, Gender Analysis, Gender Mainstreaming, Psychosocial Support, MHPSS, Do No Harm, Data Collection, Post Distribution Monitoring, Household Surveys, Secondary Data Review, Desk Review, Focus Group Discussions, Key Informant Interviews, Quantitative and Qualitative Methods, Quantitative, Qualitative, Methodology, Verification of Delivery, Activity Verification, Impact Assessment, Context Analysis, Community Perception Studies, Community Perception, Multi-Sector Needs Assessments, MSNA, Holistic Resilience Assessments, Resilience Assessments, Humanitarian Access, Reintegration, Radicalisation, Child Labour, Child Conscription, Disability Inclusion, Special Needs Assessment, Direct Observations, Social Media Monitoring, Analytical Frameworks, Data Visualisation, Data Visualization",2026-06-03,2026-06-04,,"One year after violent incidents and killings at food distribution points in Gaza, survivors continue to suffer. Medical staff are providing consultations to those injured during these events, highlighting the ongoing humanitarian impact.",This article discusses the ongoing suffering of survivors one year after a food distribution program in Gaza. MSF medical staff are providing consultations to those injured during these distributions.,,Wrong sector / domain,2,en,https://www.msf.org/horrors-ghf-sites-gaza-leave-survivors-suffering-one-year,https://www.msf.org/
6KxPutglIALbzJiKg6fw,"Implementation Of The Activity ""Organization And Management Of The Project"" Under The Project ""Construction Of Water Supply Infrastructure In The Metropolitan Municipality"", Procedure Bg16M1Op002-1.020 Under Priority Axis 1 ""Water"" Of Op ""Environment 2014-2020.""",Agence Francaise De Developpement,Global Tenders,Dismissed,,"infrastructure, development",2026-06-03,2026-06-04,2026-06-18,"This tender seeks services for the organization and management of a project focused on constructing water supply infrastructure within a Metropolitan Municipality. The project operates under the ""Water"" priority axis of the ""Environment 2014-2020"" Operational Programme.","This tender is for the organization and management of a project related to the construction of water supply infrastructure in the Metropolitan Municipality, under the Op Environment 2014-2020 program in Bulgaria.",,Grant / Goods,2,en,https://www.globaltenders.com/tender-detail/implementation-of-the-activity-organizatio-93BK2ZTCAWP2743O,https://www.globaltenders.com/funding-agency/agence-francaise-de-developpement-tenders
LKjkqGrRHAU0lQymD173,"Request for Quotation (RFQ) for the Construction of Basic Health Center-BHC in Nahai 3, Mehterlam Laghman",IOM,IOM Global,Dismissed,,"infrastructure, humanitarian",,2026-06-04,,"IOM is seeking bids for the construction of a Basic Health Center (BHC) in Nahai 3, Mehterlam Laghman, Afghanistan. This procurement is for construction services and is open to registered bidders in Afghanistan.","IOM invites interested bidders to submit a Bid for the Construction of a Basic Health Center-BHC in Nahai 3, Mehterlam Laghman. This solicitation is issued through the WAVE tendering platform and is for bidders registered to do business in Afghanistan.",,"Wrong sector / domain, Grant / Goods",2,en,https://www.iom.int/request-quotation-rfq-construction-basic-health-center-bhc-nahai-3-mehterlam-laghman,https://www.iom.int/procurement-opportunities
45gXIpmGGEyWDE3IxM76,Partnership Practice Compendium,Norwegian Refugee Council,ReliefWeb,Dismissed,,"research, capacity building, humanitarian, governance, development, programme implementation",2026-06-03,2026-06-04,2026-06-17,"The Norwegian Refugee Council (NRC) is seeking proposals for a consultancy to develop a Partnership Practice Compendium. This compendium will document effective and adaptable partnership practices from selected countries, detailing their implementation, effectiveness, required resources, and contextual considerations for replication.","Norwegian Refugee Council: Dear All, The Norwegian Refugee Council (NRC) would like to invite you to submit a proposal for the following consultancy: Consultancy: Partnership Practice Compendium RFQ Reference: NRC-PL-RFQ-26-003 This consultancy will produce a publication-ready NRC Partnership Practice Compendium. The Compendium will document a limited number of effective, promising, and adaptable, replicable partnership practices, with 1–2 practices expected from each of the selected countries. It will describe what was done, why the practice was considered effective, under what conditions it worked, what resources and enabling factors were required, and what risks, limitations, or contextual considerations should be considered before adapting the approach in other contexts where NRC operat",,Wrong sector / domain,1,en,https://reliefweb.int/job/4214466/partnership-practice-compendium,https://reliefweb.int/jobs
0LGPRNnV0RjzMMts16Ps,"Consultancy - Technical assistance for the implementation of projects on early childhood education coverage and quality, Education, Programs, 18 months, Buenos Aires, Argentina (Remote) #593426",UNICEF - United Nations Children’s Fund,Impact Pool,Dismissed,Argentina,"Education, Capacity building, Research",,2026-06-04,,"This is a consultancy opportunity for technical assistance in implementing early childhood education projects focused on coverage and quality in Buenos Aires, Argentina. The 18-month remote role is being procured by UNICEF.","Technical assistance consultancy for implementing projects on early childhood education coverage and quality in Buenos Aires, Argentina. This 18-month remote role is for UNICEF.",,Wrong geography,2,en,https://www.impactpool.org/jobs/1217465,https://www.impactpool.org/jobs?countries[]=Syria&countries[]=Iraq&countries[]=Ukraine
ShFxCkbRz3TCvc8gYHZE,"Child Protection Case Management and Information Management Consultant, ESA, 14.5 months, CP CoE Amman Jordan (Remote with possible travel), # 593461",UNICEF - United Nations Children’s Fund,Impact Pool,Dismissed,Jordan,"protection, child protection, data, Data Collection, Methodology, Quantitative and Qualitative Methods, Quantitative, Qualitative, Analytical Frameworks, Data Visualisation, Data Visualization",,2026-06-04,,"This is a consultancy opportunity for a Child Protection Case Management and Information Management expert to support UNICEF's ESA program in Amman, Jordan. The contract duration is 14.5 months, with the possibility of remote work and potential travel. The role focuses on providing specialized expertise in child protection information systems.","Consultancy for Child Protection Case Management and Information Management in Amman, Jordan, for UNICEF's ESA program. The contract is for 14.5 months and allows for remote work with potential travel.",,"Wrong geography, Wrong sector / domain",2,en,https://www.impactpool.org/jobs/1217470,https://www.impactpool.org/jobs?countries[]=Syria&countries[]=Iraq&countries[]=Ukraine
CksUNeb6brpAp4HqqJY9,UNDP-LBN-01487 - Lebanon Country Office Call for Proposals - Short-Term Employment for Immediate Economic Recovery and Community Resilience - UNDP - Lebanon,UNDP,UNDP Procurement,Dismissed,"Lebanon, Lebanese","economic recovery, resilience, livelihoods",,2026-06-03,2026-06-23,This is a call for proposals from UNDP Lebanon focused on immediate economic recovery and community resilience. The opportunity is country-specific to Lebanon and aims to support short-term employment initiatives within the region.,This is a call for proposals from UNDP Lebanon focused on immediate economic recovery and community resilience. The opportunity is country-specific to Lebanon and aims to support short-term employment initiatives within the region.,,,1,en,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=46087,https://procurement-notices.undp.org
Gic33nmfvmOzU0AiTfVI,"Open tender for the procurement of services for organizing events of various formats within the activities of Charitable Organization ""SSS"" in 2026 under the project(s)",Благодійна організація «Благодійний фонд «Стабілізейшен суппорт сервісез»,Prostir.UA,Dismissed,,"training, capacity building",2026-06-02,2026-06-03,,"This is an open tender by the Charitable Organization ""Stabilization Support Services"" (SSS) for the procurement of services to organize various events in 2026. The organization has been providing support and assistance to affected individuals since 2016.","Charitable Organization ""Charitable Foundation ""Stabilization Support Services"" announces an open tender for the procurement of services for organizing events of various formats within the activities of Charitable Organization ""SSS"" in 2026 under the project(s) together with Charitable Organization ""Charitable Foundation ""Stabilization Support Services"". About us: Charitable Organization ""Charitable Foundation ""Stabilization Support Services"" has been supporting and helping people affected since 2016 [....]",,Wrong sector / domain,1,uk,https://www.prostir.ua/?grants=vidkrytyj-tender-na-zakupivlyu-posluhy-z-orhanizatsiji-zahodiv-riznoho-formatu-v-mezhah-diyalnosti-bo-sss-u-2026-rotsi-za-projektomamy,https://www.prostir.ua/category/jobs/
ALxYxpTmMNkMQIQTIaDB,Educational experts and specialists to develop training manuals,Teach For Palestine,Darpe,Dismissed,,"training, capacity building",2026-06-02,2026-06-03,2026-06-09,"Teach For Palestine is seeking educational experts and specialists to develop training manuals. The deadline for submissions is June 9, 2026.","Teach For Palestine is seeking educational experts and specialists to develop training manuals. The deadline for submissions is June 9, 2026.",,Not a tender,2,en,https://darpe.me/darpe-entries/educational-experts-and-specialists-to-develop-training-manuals/,https://darpe.me/tenders-and-grants/
IvGuCmLJzRPe37TG1FkE,Production of a documentary film and audiovisual capitalization materials on the results of the SUMUD project,Oxfam International,Darpe,Dismissed,,"data, data collection, quantitative and qualitative methods, quantitative, qualitative, methodology",2026-06-03,2026-06-03,2026-06-16,"Oxfam International is seeking proposals for the production of a documentary film and audiovisual materials to showcase the results of the SUMUD project. The deadline for bids is June 16, 2026.","Production of a documentary film and capitalization audiovisual materials on the results of the SUMUD project. This opportunity is posted by Oxfam International and is open for bids until June 16, 2026.",,Wrong sector / domain,2,en,https://darpe.me/darpe-entries/production-dun-film-documentaire-et-des-supports-audiovisuels-de-capitalisation-sur-les-resultats-du-projet-sumud/,https://darpe.me/tenders-and-grants/
JvyP6ZjYV4CbW7iisI5b,10005371-Short Term Expert Support on Energy Efficiency and Renewable Energy in Buildings,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,GIZ,Dismissed,,"infrastructure, climate",2026-06-03,2026-06-03,2026-07-06,"This tender seeks short-term expert support focused on energy efficiency and renewable energy within buildings. The procurement is identified as a VgV TNW tender, indicating a specific type of German public procurement procedure.","This tender seeks short-term expert support focused on energy efficiency and renewable energy within buildings. The procurement is identified as a VgV TNW tender, indicating a specific type of German public procurement procedure.",,,2,de,https://ausschreibungen.giz.de/Satellite/public/company/projectForwarding.do?pid=50989,https://ausschreibungen.giz.de/Satellite/company/welcome.do
DCEwS3rNYk067zHLLXX8,Project Manager/Base AM-TIMAN for the Peacebuilding Program in Chad,Concordis International,ReliefWeb,Dismissed,Chad,"conflict, stabilization, stabilisation, governance, economic recovery, Social Cohesion",2026-06-02,2026-06-03,2026-06-10,"Concordis International is seeking a Project Manager for its peacebuilding program in Chad. The program aims to build trust, facilitate dialogue between conflicting parties, and enable communities to find sustainable solutions to conflict root causes, promoting lasting peace and economic development. The role emphasizes inclusivity, involving women, armed groups, and government entities.","Concordis International: Vision, Mission and Values Our vision is that every community affected by armed conflict has the resources it needs to manage conflict peacefully. - Build trusting relationships with those involved in or affected by armed conflict. - Facilitate difficult conversations between people from opposing factions. - Enable populations to find practical solutions that address the root causes of conflict and contribute to lasting peace and economic development for mutual benefit. - Include women as well as men, those who are part of armed groups as well as those who have chosen not to take up arms, national governments",,Wrong geography,1,en,https://reliefweb.int/job/4214441/chef-de-projetbase-am-timan-pour-le-programme-de-consolidation-de-la-paix-au-tchad,https://reliefweb.int/jobs
24x0flTNxd6AEML73PFK,Contracting with a qualified and certified facilitator for the Impact First Methodology (P-FIM),غير معلن,NSJobs,Dismissed,,"training, Methodology",2026-06-02,2026-06-03,2026-06-09,"This opportunity seeks a qualified and certified facilitator for the Impact First Methodology (P-FIM). The service is to be delivered in Latakia, with the client not explicitly stated. The remaining time to respond is very short.","This opportunity seeks a qualified and certified facilitator for the Impact First Methodology (P-FIM). The service is to be delivered in Latakia, with the client not explicitly stated. The remaining time to respond is very short.",,,1,ar,https://www.nsjobs.net/tenders/details/KapOfZSr7U1780420811,https://www.nsjobs.net/tenders/list
G3Nx2hp1MFxrEOtEIh1p,"DK 021:2015 – 45230000-8 – Construction of pipelines, communication and power lines, highways, roads, airfields and railways; surface leveling - Services for current repair of the street and road network at the address: Stryiska St., 99, Sykhivskyi district of Lviv city",,Prozorro,Dismissed,Ukraine,infrastructure,2026-06-02,2026-06-03,,"This tender is for current repair services of the street and road network located in Lviv city, Ukraine. The scope of work involves construction and surface leveling related to the road infrastructure.","This tender is for current repair services of the street and road network located in Lviv city, Ukraine. The scope of work involves construction and surface leveling related to the road infrastructure.",,Wrong sector / domain,1,uk,https://prozorro.gov.ua/tender/298df1cf063041c697d067cc6c38823c,https://prozorro.gov.ua
BCA8fX5ImfS0vYJjDYrS,Tender for video content production services,National Agency ZDOROVI,Prostir.UA,Dismissed,Ukraine,"research, training, data, education",2026-06-01,2026-06-02,,"The National Agency ZDOROVI is seeking services for the production of video content as part of an advocacy project's information campaign. The scope includes creating both animated videos (2D animation, motion design, infographics) and live-action videos featuring people for informational, educational, and promotional purposes.","The National Agency ZDOROVI announces a tender for video content production services within the framework of the advocacy project ""Conscious Choice"" information campaign. What is expected from the candidate: Provision of services for the development and production of video materials for informational, educational, communication, and promotional purposes, including: - creation of animated videos (2D animation, motion design, infographics, animated explainer videos); - production of videos featuring people (interviews, reports, [...]",,Grant / Goods,1,uk,https://www.prostir.ua/?grants=tender-na-posluhy-z-vyrobnytstva-videokontentu,https://www.prostir.ua/category/jobs/
3u0xbXgqYUbsGwNg89m2,"Open tender for the procurement of financial audit services for the Charitable Organization ""Charitable Foundation ""Stabilization Support Services"" for 2025",Благодійний Фонд «Стабілізейшен Суппорт Сервісез»,Prostir.UA,Dismissed,,"assessment, research, governance, accountability",2026-06-01,2026-06-02,2026-06-15,"This is an open tender for financial audit services for the Charitable Foundation ""Stabilization Support Services"" for the year 2025. The tender includes two lots for different types of audits, and proposals can be submitted for one or both. The deadline for submissions is June 15, 2026, with services to be provided between July and September 2026. The client is seeking qualified audit companies with experience in the non-profit sector.","The Charitable Organization ""Charitable Foundation ""Stabilization Support Services"" announces an open tender for the procurement of financial audit services for the Charitable Foundation ""Stabilization Support Services"" for 2025: Lot 1 Services for conducting financial audit for 2025 in accordance with International Standards on Auditing / ISA Lot 2 Services for conducting financial audit for 2025 in accordance with International Standard on Related Services ISRS 4400. Please note, this tender requests price proposals for services for conducting two separate types of audits. The type of audit will be determined after the tender and receipt of price proposals, and will depend on actual needs and available funds. This is not an obligation of CF ""SSS"" to order both types of audits. You can submit your proposal for one or both Lots. Tender announcement date: June 01, 2026. Deadline for submission of tender proposals: until June 15, 2026. All tender proposals received by the organizer after",,Grant / Goods,1,uk,https://www.prostir.ua/?grants=vidkrytyj-tender-iz-zakupivli-posluh-finansovoho-audytu-blahodijnoji-orhanizatsiji-blahodijnyj-fond-stabilizejshen-support-servisez-za-2025-rik,https://www.prostir.ua/category/jobs/
TsuSQI3tvPEz0qZCT9gn,"Comprehensive services for design, drilling, equipping of wells and water treatment and purification systems in Sloviansk",Громадська організація «Південна стратегія розвитку»,Prostir.UA,Dismissed,Ukraine,"WASH, infrastructure, humanitarian, Critical Infrastructure, Development",2026-06-01,2026-06-02,2026-06-08,"This is a procurement announcement for comprehensive services related to the design, drilling, and equipping of water wells and treatment systems in Sloviansk, Ukraine. The project, ""(RENEW East) Emergency WASH Response in Dnipropetrovska, Donetska and Zaporizka Oblasts,"" is supported by UNICEF and aims to restore basic access to safe water by constructing critical infrastructure. The services include geological surveys, design, drilling, equipment installation, and commissioning.","PROCUREMENT ANNOUNCEMENT Comprehensive services for design, drilling, equipping of wells and water treatment and purification systems in Sloviansk. The public organization ""Southern Development Strategy"" announces an open competition for the procurement of comprehensive services for the design, drilling, and equipping of artesian wells and water treatment and purification systems within the framework of the project ""(RENEW East) Emergency WASH Response in Dnipropetrovska, Donetska and Zaporizka Oblasts"" with the support and cooperation of partner UNICEF. Goal: ""Construction of a critical infrastructure facility to restore basic access to safe water."" Lot No. Location of work Technical specification Lot 1 Sloviansk, Lesnoy district, Batiuk St., 6 Appendix 1 – Technical Specification Lot 2 Sloviansk, Lesnoy district, Batiuk St., 2 Appendix 2 – Technical Specification Lot 3 Sloviansk, Khimik district, Novosodivska St., 23 Appendix 3 – Technical Specification The participant can submit a p",,Grant / Goods,1,uk,https://www.prostir.ua/?grants=kompleksni-posluhy-z-proektuvannya-burinnya-oblashtuvannya-artezianskyh-sverdlovyn-ta-system-vodopidhotovky-j-ochyschennya-vody-m-slovyansk,https://www.prostir.ua/category/jobs/
Df445iJDJ2BQc7mq38Se,Tender: technical supervision of works for the reconstruction of electricity supply networks within the allocated land plot of the water pumping station with the installation of a solar power plant (Kherson),VNG International B.V.,Prostir.UA,Dismissed,"Ukraine, Ukrainian","infrastructure, energy",2026-06-01,2026-06-02,2026-06-06,"This tender by VNG International is for the technical supervision of the reconstruction of electricity supply networks and the installation of a solar power plant at a water pumping station in Kherson, Ukraine. The deadline for proposal submission is June 6, 2026. The project aims to support Ukrainian water supply and wastewater enterprises.","VNG International extends the deadline for submitting proposals for the selection of a technical supervision engineer for the solar power plant construction project in Kherson at the address: 14 Kostya Gordienko Street. Project name: ""Support for Ukrainian Water Supply and Wastewater Enterprises by the Dutch Water Sector: Phase 2"" Investor: VEI B.V. Customer: MKP ""Kherson Vodokanal"" Organizer: VNG International B.V. To participate in the tender, potential suppliers must send an electronic version of the proposal in Ukrainian with all necessary attachments in PDF format to the email address: vng.sdlg.ukraine@gmail.com with a copy to inna.moshkova@vei.nl. The tender proposal must be received at the specified addresses by 23:59 on June 06, 2026, Kyiv time, with the subject line ""TenderTechnical supervision at the water pumping station No. 3 in Kherson"". For questions related to the tender procedure: Viktor Shulyk: Viktor.Shulyk@vng-sdlg.nl tel. +390504492949 For questions related to techn",,Grant / Goods,1,uk,https://www.prostir.ua/?grants=tender-roboty-zdijsnennya-tehnichnoho-nahlyadu-za-vykonannyam-robit-po-objektu-rekonstruktsiya-merezh-elektropostachannya-v-mezhah-vidvedenoji-zemelnoji-dilyanky-vodoprovidnoji-nasosnoji-stantsiji,https://www.prostir.ua/category/jobs/
2kNChTuBRfi819S0bUrD,10021499-Implementation of gender- and conflict-sensitive IWRM measures to strengthen climate resilience,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,GIZ,Dismissed,,"governance, climate, Gender Analysis, resilience, Conflict-affected communities, Fragile contexts, Vulnerable Populations, Marginalised Groups, Gender Mainstreaming, Do No Harm, Methodology, Context Analysis, Community Perception, Holistic Resilience Assessments, Resilience Assessments, Critical Infrastructure, Development, Climate Change, Sustainability, Humanitarian Access, Disability Inclusion, Analytical Frameworks",2026-06-02,2026-06-02,2026-07-02,This tender seeks proposals for implementing Integrated Water Resources Management (IWRM) measures that are sensitive to gender and conflict dynamics to enhance climate resilience. The focus is on practical implementation to build adaptive capacity in the face of climate change.,This tender is for the implementation of gender- and conflict-sensitive Integrated Water Resources Management (IWRM) measures to strengthen climate resilience.,,,2,de,https://ausschreibungen.giz.de/Satellite/public/company/projectForwarding.do?pid=50973,https://ausschreibungen.giz.de/Satellite/company/welcome.do
RUg2pEZlMOfGKOrTOm8u,Technical assistance services – Inclusive and sustainable forest management in Morocco – TA for monitoring and execution of the investment program (Amended),European Investment Bank,Darpe,Dismissed,,"monitoring, research, governance, climate, development, sustainability",2026-04-01,2026-06-02,2026-06-11,The European Investment Bank (EIB) is seeking technical assistance for the inclusive and sustainable management of forests in Morocco. The services will focus on environmental aspects and monitoring the execution of an investment program.,The European Investment Bank is seeking technical assistance services for the inclusive and sustainable management of forests in Morocco. This tender focuses on environmental services and investment program monitoring.,,Grant / Goods,2,en,https://darpe.me/darpe-entries/services-dassistance-technique-gestion-inclusive-et-durable-des-forets-du-maroc-at-pour-le-suivi-et-lexecution-du-programme-dinvestissement/,https://darpe.me/tenders-and-grants/
LrA7NDc9v8X7jUlgSkoH,Capacity building support to Trócaire Partners on Safeguarding and associated policies and processes,Trocaire,Darpe,Dismissed,"Lebanon, Syria","capacity building, training, humanitarian, governance",2026-06-01,2026-06-02,2026-06-04,"Trócaire is seeking capacity building support for its partners in Lebanon and Syria concerning safeguarding policies and processes. This consultancy will focus on humanitarian aid, social development, and institutional strengthening within these regions.","Trócaire is seeking capacity building support for its partners on safeguarding policies and processes in Lebanon and Syria. This individual consultancy opportunity focuses on humanitarian aid, social development, and institutional strengthening.",,Wrong sector / domain,2,en,https://darpe.me/darpe-entries/capacity-building-support-to-trocaire-partners-on-safeguarding-and-associated-policies-and-processes/,https://darpe.me/tenders-and-grants/
V6IYyTvf3yjcfViFj2U3,"Rehabilitation of the National Hospital in Raqqa, Syria",غير معلن,NSJobs,Dismissed,"Syria, Northeast Syria","infrastructure, humanitarian, health",2026-06-01,2026-06-02,2026-06-07,"This is a tender for the rehabilitation of the National Hospital in Raqqa, Syria. The client is unspecified, and there are approximately 7 hours remaining until the deadline.","This is a tender for the rehabilitation of the National Hospital in Raqqa, Syria. The client is unspecified, and there are approximately 7 hours remaining until the deadline.",,,1,ar,https://www.nsjobs.net/tenders/details/NwigqtNeQU1780334467,https://www.nsjobs.net/tenders/list
IGyJT0MnZeOX5jH93378,"Call for proposal to Implement Rule of Law, Security and Human Rights Strengthening Activities in Northern Bahr El Ghazal, Central Equatoria, and Upper Nile states - UNDP South Sudan Country Office - SOUTH SUDAN",UNDP South Sudan Country Office,UNDP Procurement,Dismissed,Sudan,"governance, humanitarian, protection, conflict, stabilization, stabilisation, transitional justice",,2026-06-01,2026-06-20,"UNDP South Sudan is seeking proposals for activities aimed at strengthening the rule of law, security, and human rights in Northern Bahr El Ghazal, Central Equatoria, and Upper Nile states. This is a call for proposals to implement these specific programmatic interventions within South Sudan.","UNDP South Sudan is seeking proposals for activities aimed at strengthening the rule of law, security, and human rights in Northern Bahr El Ghazal, Central Equatoria, and Upper Nile states. This is a call for proposals to implement these specific programmatic interventions within South Sudan.",,,1,en,https://procurement-notices.undp.org/view_notice.cfm?notice_id=98844,https://procurement-notices.undp.org
KE02f9ziUOUBcGXgLdIi,"Design and Delivery of Training, Coaching Sessions and Development of Business Growth Plans",Business Women Forum (BWF),Darpe,Dismissed,,"training, capacity building, gender, governance",2026-06-01,2026-06-01,2026-06-15,"The Business Women Forum (BWF) is soliciting proposals for a consultancy to design and deliver training, coaching sessions, and develop business growth plans. This initiative aims to support entrepreneurship, women's rights and empowerment, and capacity building within Palestine.","The Business Women Forum (BWF) is seeking proposals for the Design and Delivery of Training, Coaching Sessions, and Development of Business Growth Plans. This tender focuses on Entrepreneurship, Women Rights and Empowerment, and Capacity building and training in Palestine.",,Wrong sector / domain,2,en,https://darpe.me/darpe-entries/design-and-delivery-of-trainingcoaching-sessions-and-development-of-business-growth-plans/,https://darpe.me/tenders-and-grants/
BGVNe7GiEWMwJHitN7PN,RFQ for a graphic design company for the HUM report and Mental Health Needs for GBV Responders,UNFPA,Darpe,Dismissed,"Lebanon, Sudan, Syria, Yemen","GBV, gender, humanitarian, MHPSS, Psychosocial Support, Data Visualization, Data Visualisation",2026-06-01,2026-06-01,2026-06-07,"UNFPA is seeking a graphic design company to produce a HUM report and address mental health needs for GBV responders. The scope includes health, women's rights, empowerment, and media/communication services across Lebanon, Palestine, Sudan, Syria, and Yemen.","UNFPA is seeking a graphic design company for the HUM report and Mental Health Needs for GBV Responders. This tender covers Health, Women Rights and Empowerment, and Media and communication in Lebanon, Palestine, Sudan, Syria, and Yemen.",,Wrong sector / domain,2,en,https://darpe.me/darpe-entries/rfq-for-a-graphic-design-company-for-the-hum-report-and-mental-health-needs-for-gbv-responders/,https://darpe.me/tenders-and-grants/
HWzLiWD0uRdhkTsq3FWV,"UN Women National Consultant to Develop MEAL and Measurement Tools for the Third National Action Plan on Women, Peace and Security (NAP III) 2026–2028",UN Women,Darpe,Dismissed,Palestine,"evaluation, M&E, monitoring, gender, accountability",2026-06-01,2026-06-01,2026-06-06,"This is an opportunity for a National Consultant to develop Monitoring, Evaluation, Accountability, and Learning (MEAL) and Measurement Tools for the Third National Action Plan on Women, Peace and Security (NAP III) for 2026-2028. The consultancy is being procured by UN Women and focuses on Women's Rights and Empowerment, as well as Monitoring and Evaluation within Palestine.","This opportunity is for a National Consultant to develop MEAL and Measurement Tools for the Third National Action Plan on Women, Peace and Security (NAP III) 2026–2028. The client is UN Women and the focus is on Women's Rights and Empowerment and Monitoring and evaluation in Palestine.",,Wrong sector / domain,2,en,https://darpe.me/darpe-entries/national-consultant-to-develop-meal-and-measurement-tools-for-the-third-national-action-plan-on-women-peace-and-security-nap-iii-2026-2028/,https://darpe.me/tenders-and-grants/
AeZylRD4EphEXDddrsr6,Individual Trainers or Training Firms: Financial Management and Treasury Training for Micro-Entrepreneurs,Education for Employment (EFE) Tunisia,Darpe,Dismissed,,"training, capacity building, livelihoods, economic recovery",2026-06-01,2026-06-01,2026-06-06,This is a tender seeking individual trainers or training firms to deliver Financial Management and Treasury training to micro-entrepreneurs. The training aims to enhance the financial skills of small business owners. Education for Employment (EFE) Tunisia is the contracting organization.,This tender is for individual trainers or training firms to provide Financial Management and Treasury training to micro-entrepreneurs. The opportunity is posted by Education for Employment (EFE) Tunisia.,,Wrong sector / domain,2,en,https://darpe.me/darpe-entries/formateurs-individuels-ou-cabinets-de-formation-formation-en-gestion-financiere-et-tresorerie-au-profit-de-micro-entrepreneu/,https://darpe.me/tenders-and-grants/
BKHVIiXfmLZv5xib1HF2,AI Governance & Data Protection Expert,SoCha LLC,ReliefWeb,Dismissed,,"governance, digital, technology, data, monitoring, evaluation, M&E, research, capacity building, training, analytical framework",2026-06-01,2026-06-01,2026-06-22,"SoCha LLC is bidding to provide digital and AI-enabled services to the World Health Organization (WHO) Regional Office for Africa's Monitoring, Evaluation, Special Initiatives and Change Management (MSC) Unit. The project aims to enhance analytical and learning capabilities using AI and ML solutions, including predictive analytics and NLP, to support evidence-informed decision-making and performance governance.","SoCha LLC is applying to serve as the prime contractor for the Provision of Digital and AI Enabled Services in Support of the Monitoring, Evaluation, Special Initiatives and Change Management (MSC) Unit for the World Health Organization (WHO) Regional Office for Africa. The project aims to modernize analytical and learning capabilities through the deployment of AI and ML-enabled solutions—including advanced predictive analytics, natural language processing (NLP) for document intelligence, and interactive decision-support dashboards—to strengthen evidence-informed decision-making across a decentralized and rapidly evolving operational context. The engagement will focus on enhancing performance governance and organizational learning, ensuring that all digital tools are practica",,,1,en,https://reliefweb.int/job/4214277/ai-governance-data-protection-expert,https://reliefweb.int/jobs
